v1.2.0_Initiation:True-Batch:10-LR:0.0001-Loss:0-Opti:0-Mom:(0.85, 0.95)_
https://app.neptune.ai/joao.d.oliveira/computer-vision-runs/e/COM1-33
Epoch:    1, Batch:  340, Cur. Loss: 0.35596, Avg. Loss: 0.34658 val-loss: 0.496(MAE) 0.188(MAE-Smooth) 0.395(MSE)
Epoch:   15, Batch:  340, Cur. Loss: 0.08439, Avg. Loss: 0.09522 val-loss: 0.091(MAE) 0.012(MAE-Smooth) 0.027(MSE)
Epoch:   16, Batch:  340, Cur. Loss: 0.06787, Avg. Loss: 0.09141 val-loss: 0.088(MAE) 0.012(MAE-Smooth) 0.028(MSE)
Epoch:   17, Batch:  340, Cur. Loss: 0.13265, Avg. Loss: 0.08685 val-loss: 0.082(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   18, Batch:  340, Cur. Loss:  0.1236, Avg. Loss:  0.0866 val-loss: 0.088(MAE) 0.011(MAE-Smooth) 0.023(MSE)
Epoch:   19, Batch:  340, Cur. Loss: 0.14979, Avg. Loss: 0.08324 val-loss: 0.084(MAE) 0.011(MAE-Smooth) 0.027(MSE)
Epoch:   20, Batch:  340, Cur. Loss: 0.05875, Avg. Loss: 0.08152 val-loss: 0.076(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   21, Batch:  340, Cur. Loss: 0.07721, Avg. Loss: 0.08015 val-loss: 0.08 (MAE) 0.011(MAE-Smooth) 0.027(MSE)
Epoch:   22, Batch:  340, Cur. Loss: 0.08379, Avg. Loss: 0.07889 val-loss: 0.075(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   23, Batch:  340, Cur. Loss: 0.10336, Avg. Loss: 0.07568 val-loss: 0.078(MAE) 0.01 (MAE-Smooth) 0.027(MSE)
Epoch:   24, Batch:  340, Cur. Loss: 0.05188, Avg. Loss: 0.07605 val-loss: 0.074(MAE) 0.01 (MAE-Smooth) 0.027(MSE)
Epoch:   25, Batch:  340, Cur. Loss: 0.05967, Avg. Loss: 0.07239 val-loss: 0.076(MAE) 0.009(MAE-Smooth) 0.023(MSE)
Epoch:   26, Batch:  340, Cur. Loss: 0.05335, Avg. Loss: 0.07053 val-loss: 0.078(MAE) 0.009(MAE-Smooth) 0.024(MSE)
Epoch:   27, Batch:  340, Cur. Loss:  0.0573, Avg. Loss: 0.06897 val-loss: 0.069(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   28, Batch:  340, Cur. Loss: 0.14708, Avg. Loss: 0.07025 val-loss: 0.075(MAE) 0.01 (MAE-Smooth) 0.025(MSE)
Epoch:   29, Batch:  340, Cur. Loss: 0.05479, Avg. Loss: 0.06886 val-loss: 0.073(MAE) 0.009(MAE-Smooth) 0.024(MSE)
Epoch:   30, Batch:  340, Cur. Loss: 0.04845, Avg. Loss: 0.06629 val-loss: 0.071(MAE) 0.008(MAE-Smooth) 0.021(MSE)
Epoch:   31, Batch:  340, Cur. Loss: 0.06022, Avg. Loss: 0.06441 val-loss: 0.066(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   32, Batch:  340, Cur. Loss: 0.05181, Avg. Loss: 0.06292 val-loss: 0.066(MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   33, Batch:  340, Cur. Loss: 0.12118, Avg. Loss: 0.06381 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   34, Batch:  340, Cur. Loss: 0.07966, Avg. Loss: 0.06198 val-loss: 0.065(MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   35, Batch:  340, Cur. Loss: 0.04581, Avg. Loss: 0.06244 val-loss: 0.065(MAE) 0.007(MAE-Smooth) 0.016(MSE)
Epoch:   36, Batch:  340, Cur. Loss: 0.04015, Avg. Loss: 0.05988 val-loss: 0.062(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   37, Batch:  340, Cur. Loss: 0.05563, Avg. Loss: 0.05856 val-loss: 0.066(MAE) 0.007(MAE-Smooth) 0.019(MSE)
Epoch:   38, Batch:  340, Cur. Loss: 0.04396, Avg. Loss: 0.05994 val-loss: 0.063(MAE) 0.006(MAE-Smooth) 0.016(MSE)
Epoch:   39, Batch:  340, Cur. Loss: 0.05181, Avg. Loss:  0.0573 val-loss: 0.062(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   40, Batch:  340, Cur. Loss: 0.06492, Avg. Loss: 0.05714 val-loss: 0.059(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   41, Batch:  340, Cur. Loss: 0.05907, Avg. Loss: 0.05492 val-loss: 0.062(MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   42, Batch:  340, Cur. Loss: 0.05139, Avg. Loss: 0.05473 val-loss: 0.061(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   43, Batch:  340, Cur. Loss: 0.04716, Avg. Loss: 0.05393 val-loss: 0.061(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   44, Batch:  340, Cur. Loss: 0.06811, Avg. Loss:  0.0542 val-loss: 0.059(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   45, Batch:  340, Cur. Loss: 0.04406, Avg. Loss: 0.05525 val-loss: 0.058(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   46, Batch:  340, Cur. Loss: 0.05488, Avg. Loss: 0.05443 val-loss: 0.059(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   47, Batch:  340, Cur. Loss: 0.03851, Avg. Loss: 0.05358 val-loss: 0.057(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   48, Batch:  340, Cur. Loss: 0.05908, Avg. Loss: 0.05348 val-loss: 0.058(MAE) 0.006(MAE-Smooth) 0.015(MSE)
Epoch:   49, Batch:  340, Cur. Loss: 0.04144, Avg. Loss: 0.05272 val-loss: 0.061(MAE) 0.005(MAE-Smooth) 0.013(MSE)
Epoch:   50, Batch:  340, Cur. Loss: 0.07135, Avg. Loss: 0.05156 val-loss: 0.061(MAE) 0.007(MAE-Smooth) 0.019(MSE)
Epoch:   51, Batch:  340, Cur. Loss: 0.04475, Avg. Loss: 0.05043 val-loss: 0.054(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   52, Batch:  340, Cur. Loss: 0.04494, Avg. Loss: 0.05116 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   53, Batch:  340, Cur. Loss: 0.04658, Avg. Loss: 0.04922 val-loss: 0.06 (MAE) 0.007(MAE-Smooth) 0.019(MSE)
Epoch:   54, Batch:  340, Cur. Loss: 0.04565, Avg. Loss: 0.04745 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.014(MSE)
Epoch:   55, Batch:  340, Cur. Loss: 0.05357, Avg. Loss: 0.04928 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   56, Batch:  340, Cur. Loss: 0.05822, Avg. Loss: 0.04684 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   57, Batch:  340, Cur. Loss: 0.05566, Avg. Loss: 0.04818 val-loss: 0.054(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   58, Batch:  340, Cur. Loss: 0.07568, Avg. Loss: 0.04931 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   59, Batch:  340, Cur. Loss: 0.04446, Avg. Loss: 0.04789 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   60, Batch:  340, Cur. Loss: 0.03651, Avg. Loss: 0.04602 val-loss: 0.057(MAE) 0.006(MAE-Smooth) 0.017(MSE)
Epoch:   61, Batch:  340, Cur. Loss: 0.03894, Avg. Loss: 0.04605 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   62, Batch:  340, Cur. Loss:  0.0412, Avg. Loss: 0.04569 val-loss: 0.054(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   63, Batch:  340, Cur. Loss: 0.04219, Avg. Loss: 0.04755 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   64, Batch:  340, Cur. Loss:   0.038, Avg. Loss: 0.04604 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   65, Batch:  340, Cur. Loss:  0.0421, Avg. Loss: 0.04666 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   66, Batch:  340, Cur. Loss: 0.03886, Avg. Loss: 0.04565 val-loss: 0.054(MAE) 0.005(MAE-Smooth) 0.012(MSE)
Epoch:   67, Batch:  340, Cur. Loss:  0.0406, Avg. Loss: 0.04638 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   68, Batch:  340, Cur. Loss: 0.06509, Avg. Loss: 0.04317 val-loss: 0.053(MAE) 0.005(MAE-Smooth) 0.016(MSE)
Epoch:   69, Batch:  340, Cur. Loss: 0.04546, Avg. Loss: 0.04594 val-loss: 0.05 (MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   70, Batch:  340, Cur. Loss: 0.04419, Avg. Loss: 0.04492 val-loss: 0.052(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   71, Batch:  340, Cur. Loss: 0.03818, Avg. Loss: 0.04366 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   72, Batch:  340, Cur. Loss:  0.0461, Avg. Loss: 0.04346 val-loss: 0.051(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   73, Batch:  340, Cur. Loss: 0.03432, Avg. Loss: 0.04355 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   74, Batch:  340, Cur. Loss: 0.03686, Avg. Loss:   0.044 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   75, Batch:  340, Cur. Loss:  0.0699, Avg. Loss: 0.04226 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   76, Batch:  340, Cur. Loss: 0.03682, Avg. Loss: 0.04363 val-loss: 0.05 (MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   77, Batch:  340, Cur. Loss: 0.03425, Avg. Loss: 0.04328 val-loss: 0.054(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   78, Batch:  340, Cur. Loss: 0.04158, Avg. Loss: 0.04163 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   79, Batch:  340, Cur. Loss: 0.05444, Avg. Loss: 0.04208 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   80, Batch:  340, Cur. Loss: 0.03796, Avg. Loss: 0.04259 val-loss: 0.051(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:   81, Batch:  340, Cur. Loss: 0.03421, Avg. Loss: 0.04167 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   82, Batch:  340, Cur. Loss: 0.04124, Avg. Loss: 0.04183 val-loss: 0.05 (MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   83, Batch:  340, Cur. Loss: 0.03094, Avg. Loss: 0.04167 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   84, Batch:  340, Cur. Loss: 0.03721, Avg. Loss: 0.04106 val-loss: 0.047(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   85, Batch:  340, Cur. Loss: 0.05923, Avg. Loss: 0.04068 val-loss: 0.054(MAE) 0.007(MAE-Smooth) 0.025(MSE)
Epoch:   86, Batch:  340, Cur. Loss:  0.0342, Avg. Loss: 0.04041 val-loss: 0.048(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   87, Batch:  340, Cur. Loss: 0.04568, Avg. Loss: 0.04155 val-loss: 0.05 (MAE) 0.004(MAE-Smooth) 0.012(MSE)
Epoch:   88, Batch:  340, Cur. Loss: 0.03696, Avg. Loss: 0.04243 val-loss: 0.053(MAE) 0.005(MAE-Smooth) 0.016(MSE)
Epoch:   89, Batch:  340, Cur. Loss: 0.03294, Avg. Loss: 0.04064 val-loss: 0.051(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   90, Batch:  340, Cur. Loss: 0.03056, Avg. Loss: 0.04036 val-loss: 0.051(MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   91, Batch:  340, Cur. Loss: 0.03478, Avg. Loss: 0.04117 val-loss: 0.05 (MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   92, Batch:  340, Cur. Loss: 0.04419, Avg. Loss: 0.03924 val-loss: 0.054(MAE) 0.007(MAE-Smooth) 0.028(MSE)
Epoch:   93, Batch:  340, Cur. Loss: 0.03903, Avg. Loss: 0.03935 val-loss: 0.048(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:   94, Batch:  340, Cur. Loss: 0.03415, Avg. Loss: 0.03856 val-loss: 0.049(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   95, Batch:  340, Cur. Loss: 0.03057, Avg. Loss: 0.03988 val-loss: 0.049(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   96, Batch:  340, Cur. Loss: 0.04388, Avg. Loss: 0.03841 val-loss: 0.048(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   97, Batch:  340, Cur. Loss: 0.03258, Avg. Loss: 0.03869 val-loss: 0.049(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   98, Batch:  340, Cur. Loss:  0.0334, Avg. Loss: 0.03939 val-loss: 0.047(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   99, Batch:  340, Cur. Loss: 0.04156, Avg. Loss: 0.03752 val-loss: 0.047(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  100, Batch:  340, Cur. Loss: 0.03062, Avg. Loss: 0.03731 val-loss: 0.047(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:  101, Batch:  340, Cur. Loss: 0.04625, Avg. Loss:  0.0376 val-loss: 0.048(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:  102, Batch:  340, Cur. Loss: 0.03764, Avg. Loss: 0.03848 val-loss: 0.048(MAE) 0.004(MAE-Smooth) 0.016(MSE)
Epoch:  103, Batch:  340, Cur. Loss: 0.03123, Avg. Loss: 0.03705 val-loss: 0.049(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  104, Batch:  340, Cur. Loss: 0.03647, Avg. Loss:  0.0388 val-loss: 0.049(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  105, Batch:  340, Cur. Loss: 0.03252, Avg. Loss: 0.03807 val-loss: 0.049(MAE) 0.005(MAE-Smooth) 0.017(MSE)
Epoch:  106, Batch:  340, Cur. Loss: 0.02912, Avg. Loss: 0.03674 val-loss: 0.047(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:  107, Batch:  340, Cur. Loss: 0.03168, Avg. Loss: 0.03796 val-loss: 0.048(MAE) 0.004(MAE-Smooth) 0.012(MSE)
Epoch:  108, Batch:  340, Cur. Loss:  0.0352, Avg. Loss: 0.03796 val-loss: 0.054(MAE) 0.006(MAE-Smooth) 0.025(MSE)
Epoch:  109, Batch:  340, Cur. Loss: 0.02926, Avg. Loss: 0.03707 val-loss: 0.049(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  110, Batch:  340, Cur. Loss: 0.03377, Avg. Loss: 0.03653 val-loss: 0.048(MAE) 0.005(MAE-Smooth) 0.021(MSE)
Epoch:  111, Batch:  340, Cur. Loss: 0.03537, Avg. Loss: 0.03705 val-loss: 0.048(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  112, Batch:  340, Cur. Loss: 0.03238, Avg. Loss: 0.03737 val-loss: 0.049(MAE) 0.004(MAE-Smooth) 0.011(MSE)
Epoch:  113, Batch:  340, Cur. Loss: 0.02953, Avg. Loss: 0.03539 val-loss: 0.051(MAE) 0.005(MAE-Smooth) 0.015(MSE)
Epoch:  114, Batch:  340, Cur. Loss: 0.03927, Avg. Loss: 0.03718 val-loss: 0.048(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  115, Batch:  340, Cur. Loss: 0.03372, Avg. Loss: 0.03635 val-loss: 0.048(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:  116, Batch:  340, Cur. Loss: 0.02956, Avg. Loss: 0.03748 val-loss: 0.048(MAE) 0.004(MAE-Smooth) 0.01 (MSE)
Epoch:  117, Batch:  340, Cur. Loss: 0.03601, Avg. Loss: 0.03562 val-loss: 0.048(MAE) 0.004(MAE-Smooth) 0.01 (MSE)
EARLY STOPPING at 116 epoch, stopped learning in the past 20, took 2158.8207478523254 seg
Shutting down background jobs, please wait a moment...
Done!
Waiting for the remaining 475 operations to synchronize with Neptune. Do not kill this process.
Still waiting for the remaining 475 operations (0.00% done). Please wait.
All 475 operations synced, thanks for waiting!
