v1.2.0_Initiation:False-Batch:10-LR:0.0001-Loss:0-Opti:0-Mom:(0.85, 0.95)_
https://app.neptune.ai/joao.d.oliveira/computer-vision-runs/e/COM1-32
Epoch:    1, Batch:  340, Cur. Loss: 0.27035, Avg. Loss: 0.33328 val-loss: 0.42 (MAE) 0.138(MAE-Smooth) 0.287(MSE)
Epoch:   15, Batch:  340, Cur. Loss:  0.0756, Avg. Loss: 0.09612 val-loss: 0.089(MAE) 0.01 (MAE-Smooth) 0.021(MSE)
Epoch:   16, Batch:  340, Cur. Loss: 0.08988, Avg. Loss:  0.0939 val-loss: 0.091(MAE) 0.013(MAE-Smooth) 0.029(MSE)
Epoch:   17, Batch:  340, Cur. Loss: 0.12967, Avg. Loss: 0.08806 val-loss: 0.087(MAE) 0.012(MAE-Smooth) 0.024(MSE)
Epoch:   18, Batch:  340, Cur. Loss: 0.16893, Avg. Loss: 0.08627 val-loss: 0.081(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   19, Batch:  340, Cur. Loss: 0.07465, Avg. Loss: 0.08622 val-loss: 0.081(MAE) 0.01 (MAE-Smooth) 0.02 (MSE)
Epoch:   20, Batch:  340, Cur. Loss: 0.13547, Avg. Loss: 0.08495 val-loss: 0.082(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   21, Batch:  340, Cur. Loss: 0.07185, Avg. Loss: 0.08205 val-loss: 0.078(MAE) 0.009(MAE-Smooth) 0.024(MSE)
Epoch:   22, Batch:  340, Cur. Loss: 0.05719, Avg. Loss: 0.08061 val-loss: 0.077(MAE) 0.01 (MAE-Smooth) 0.028(MSE)
Epoch:   23, Batch:  340, Cur. Loss: 0.06771, Avg. Loss: 0.07858 val-loss: 0.085(MAE) 0.011(MAE-Smooth) 0.024(MSE)
Epoch:   24, Batch:  340, Cur. Loss: 0.06313, Avg. Loss:  0.0779 val-loss: 0.078(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   25, Batch:  340, Cur. Loss: 0.08553, Avg. Loss: 0.07621 val-loss: 0.078(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   26, Batch:  340, Cur. Loss: 0.08052, Avg. Loss:  0.0737 val-loss: 0.07 (MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   27, Batch:  340, Cur. Loss: 0.06077, Avg. Loss: 0.07227 val-loss: 0.072(MAE) 0.007(MAE-Smooth) 0.016(MSE)
Epoch:   28, Batch:  340, Cur. Loss: 0.08279, Avg. Loss: 0.07026 val-loss: 0.068(MAE) 0.008(MAE-Smooth) 0.023(MSE)
Epoch:   29, Batch:  340, Cur. Loss: 0.06222, Avg. Loss: 0.06949 val-loss: 0.07 (MAE) 0.008(MAE-Smooth) 0.021(MSE)
Epoch:   30, Batch:  340, Cur. Loss: 0.07169, Avg. Loss: 0.06735 val-loss: 0.073(MAE) 0.01 (MAE-Smooth) 0.027(MSE)
Epoch:   31, Batch:  340, Cur. Loss: 0.06782, Avg. Loss: 0.06578 val-loss: 0.069(MAE) 0.007(MAE-Smooth) 0.016(MSE)
Epoch:   32, Batch:  340, Cur. Loss: 0.06758, Avg. Loss: 0.06651 val-loss: 0.067(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   33, Batch:  340, Cur. Loss: 0.05469, Avg. Loss: 0.06285 val-loss: 0.065(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   34, Batch:  340, Cur. Loss: 0.05977, Avg. Loss: 0.06429 val-loss: 0.065(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   35, Batch:  340, Cur. Loss: 0.05844, Avg. Loss: 0.06494 val-loss: 0.065(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   36, Batch:  340, Cur. Loss: 0.05642, Avg. Loss: 0.06202 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   37, Batch:  340, Cur. Loss: 0.05055, Avg. Loss: 0.06305 val-loss: 0.069(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   38, Batch:  340, Cur. Loss: 0.06258, Avg. Loss: 0.05955 val-loss: 0.065(MAE) 0.007(MAE-Smooth) 0.018(MSE)
Epoch:   39, Batch:  340, Cur. Loss: 0.05689, Avg. Loss: 0.05898 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   40, Batch:  340, Cur. Loss: 0.04291, Avg. Loss: 0.05944 val-loss: 0.065(MAE) 0.007(MAE-Smooth) 0.017(MSE)
Epoch:   41, Batch:  340, Cur. Loss: 0.04798, Avg. Loss: 0.05728 val-loss: 0.067(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   42, Batch:  340, Cur. Loss: 0.04604, Avg. Loss: 0.05851 val-loss: 0.062(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   43, Batch:  340, Cur. Loss: 0.04843, Avg. Loss: 0.05708 val-loss: 0.066(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   44, Batch:  340, Cur. Loss: 0.05928, Avg. Loss: 0.05839 val-loss: 0.062(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   45, Batch:  340, Cur. Loss: 0.05581, Avg. Loss: 0.05559 val-loss: 0.062(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   46, Batch:  340, Cur. Loss: 0.04349, Avg. Loss:   0.056 val-loss: 0.06 (MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   47, Batch:  340, Cur. Loss: 0.07241, Avg. Loss: 0.05497 val-loss: 0.062(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   48, Batch:  340, Cur. Loss: 0.05918, Avg. Loss: 0.05613 val-loss: 0.056(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   49, Batch:  340, Cur. Loss: 0.04324, Avg. Loss: 0.05485 val-loss: 0.061(MAE) 0.008(MAE-Smooth) 0.026(MSE)
Epoch:   50, Batch:  340, Cur. Loss: 0.06393, Avg. Loss:  0.0534 val-loss: 0.057(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   51, Batch:  340, Cur. Loss: 0.05279, Avg. Loss: 0.05322 val-loss: 0.057(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   52, Batch:  340, Cur. Loss: 0.05184, Avg. Loss: 0.05253 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   53, Batch:  340, Cur. Loss: 0.04706, Avg. Loss: 0.05267 val-loss: 0.057(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   54, Batch:  340, Cur. Loss: 0.04675, Avg. Loss: 0.05155 val-loss: 0.057(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   55, Batch:  340, Cur. Loss: 0.04283, Avg. Loss: 0.05152 val-loss: 0.06 (MAE) 0.006(MAE-Smooth) 0.018(MSE)
Epoch:   56, Batch:  340, Cur. Loss: 0.04607, Avg. Loss: 0.05124 val-loss: 0.06 (MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   57, Batch:  340, Cur. Loss: 0.03879, Avg. Loss: 0.05304 val-loss: 0.065(MAE) 0.007(MAE-Smooth) 0.017(MSE)
Epoch:   58, Batch:  340, Cur. Loss: 0.04719, Avg. Loss:  0.0515 val-loss: 0.056(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   59, Batch:  340, Cur. Loss: 0.05311, Avg. Loss: 0.04828 val-loss: 0.059(MAE) 0.005(MAE-Smooth) 0.009(MSE)
Epoch:   60, Batch:  340, Cur. Loss: 0.05042, Avg. Loss: 0.05006 val-loss: 0.058(MAE) 0.006(MAE-Smooth) 0.018(MSE)
Epoch:   61, Batch:  340, Cur. Loss: 0.03921, Avg. Loss: 0.04739 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   62, Batch:  340, Cur. Loss: 0.05557, Avg. Loss: 0.04823 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   63, Batch:  340, Cur. Loss: 0.04029, Avg. Loss: 0.04821 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   64, Batch:  340, Cur. Loss: 0.03798, Avg. Loss: 0.04784 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   65, Batch:  340, Cur. Loss: 0.04056, Avg. Loss: 0.04848 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   66, Batch:  340, Cur. Loss:  0.0445, Avg. Loss: 0.04656 val-loss: 0.057(MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   67, Batch:  340, Cur. Loss: 0.06026, Avg. Loss: 0.04713 val-loss: 0.058(MAE) 0.005(MAE-Smooth) 0.009(MSE)
Epoch:   68, Batch:  340, Cur. Loss: 0.04308, Avg. Loss: 0.04657 val-loss: 0.059(MAE) 0.007(MAE-Smooth) 0.023(MSE)
Epoch:   69, Batch:  340, Cur. Loss: 0.04049, Avg. Loss: 0.04808 val-loss: 0.06 (MAE) 0.006(MAE-Smooth) 0.015(MSE)
Epoch:   70, Batch:  340, Cur. Loss: 0.04626, Avg. Loss: 0.04635 val-loss: 0.054(MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   71, Batch:  340, Cur. Loss:  0.0406, Avg. Loss: 0.04611 val-loss: 0.052(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   72, Batch:  340, Cur. Loss: 0.03928, Avg. Loss: 0.04794 val-loss: 0.055(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   73, Batch:  340, Cur. Loss: 0.05142, Avg. Loss:  0.0477 val-loss: 0.057(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   74, Batch:  340, Cur. Loss: 0.04007, Avg. Loss: 0.04605 val-loss: 0.055(MAE) 0.006(MAE-Smooth) 0.018(MSE)
Epoch:   75, Batch:  340, Cur. Loss: 0.04258, Avg. Loss: 0.04535 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   76, Batch:  340, Cur. Loss: 0.03733, Avg. Loss: 0.04459 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   77, Batch:  340, Cur. Loss:  0.0508, Avg. Loss: 0.04343 val-loss: 0.055(MAE) 0.007(MAE-Smooth) 0.022(MSE)
Epoch:   78, Batch:  340, Cur. Loss: 0.03962, Avg. Loss: 0.04465 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   79, Batch:  340, Cur. Loss: 0.03926, Avg. Loss: 0.04354 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   80, Batch:  340, Cur. Loss: 0.04603, Avg. Loss:  0.0438 val-loss: 0.052(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   81, Batch:  340, Cur. Loss: 0.03413, Avg. Loss: 0.04261 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   82, Batch:  340, Cur. Loss: 0.21527, Avg. Loss: 0.04447 val-loss: 0.056(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   83, Batch:  340, Cur. Loss: 0.04037, Avg. Loss: 0.04351 val-loss: 0.05 (MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   84, Batch:  340, Cur. Loss: 0.05092, Avg. Loss: 0.04363 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   85, Batch:  340, Cur. Loss: 0.04224, Avg. Loss: 0.04332 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   86, Batch:  340, Cur. Loss:  0.0556, Avg. Loss: 0.04359 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   87, Batch:  340, Cur. Loss: 0.03443, Avg. Loss: 0.04186 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   88, Batch:  340, Cur. Loss: 0.04002, Avg. Loss: 0.04209 val-loss: 0.05 (MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   89, Batch:  340, Cur. Loss: 0.04778, Avg. Loss: 0.04283 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   90, Batch:  340, Cur. Loss: 0.04047, Avg. Loss: 0.04218 val-loss: 0.049(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   91, Batch:  340, Cur. Loss: 0.13258, Avg. Loss:  0.0413 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   92, Batch:  340, Cur. Loss: 0.04187, Avg. Loss: 0.04153 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   93, Batch:  340, Cur. Loss: 0.04859, Avg. Loss: 0.04202 val-loss: 0.05 (MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   94, Batch:  340, Cur. Loss: 0.04169, Avg. Loss: 0.04223 val-loss: 0.047(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   95, Batch:  340, Cur. Loss: 0.08593, Avg. Loss: 0.04239 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   96, Batch:  340, Cur. Loss:  0.0375, Avg. Loss: 0.04093 val-loss: 0.049(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   97, Batch:  340, Cur. Loss: 0.03335, Avg. Loss: 0.04097 val-loss: 0.05 (MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   98, Batch:  340, Cur. Loss: 0.03647, Avg. Loss: 0.04172 val-loss: 0.055(MAE) 0.005(MAE-Smooth) 0.014(MSE)
Epoch:   99, Batch:  340, Cur. Loss: 0.03145, Avg. Loss: 0.04025 val-loss: 0.053(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  100, Batch:  340, Cur. Loss: 0.02962, Avg. Loss: 0.04024 val-loss: 0.052(MAE) 0.005(MAE-Smooth) 0.014(MSE)
Epoch:  101, Batch:  340, Cur. Loss: 0.03948, Avg. Loss: 0.03973 val-loss: 0.052(MAE) 0.005(MAE-Smooth) 0.016(MSE)
Epoch:  102, Batch:  340, Cur. Loss: 0.03006, Avg. Loss: 0.04069 val-loss: 0.051(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  103, Batch:  340, Cur. Loss: 0.03073, Avg. Loss: 0.04085 val-loss: 0.048(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:  104, Batch:  340, Cur. Loss: 0.03561, Avg. Loss: 0.04164 val-loss: 0.05 (MAE) 0.005(MAE-Smooth) 0.024(MSE)
Epoch:  105, Batch:  340, Cur. Loss: 0.02709, Avg. Loss: 0.03979 val-loss: 0.049(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:  106, Batch:  340, Cur. Loss:  0.0315, Avg. Loss: 0.04068 val-loss: 0.052(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:  107, Batch:  340, Cur. Loss: 0.03839, Avg. Loss: 0.04045 val-loss: 0.052(MAE) 0.006(MAE-Smooth) 0.023(MSE)
Epoch:  108, Batch:  340, Cur. Loss:  0.0291, Avg. Loss: 0.03982 val-loss: 0.054(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:  109, Batch:  340, Cur. Loss: 0.03639, Avg. Loss: 0.03999 val-loss: 0.05 (MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:  110, Batch:  340, Cur. Loss:  0.0463, Avg. Loss:  0.0384 val-loss: 0.049(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  111, Batch:  340, Cur. Loss: 0.04296, Avg. Loss: 0.03804 val-loss: 0.051(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:  112, Batch:  340, Cur. Loss: 0.06185, Avg. Loss:  0.0398 val-loss: 0.049(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:  113, Batch:  340, Cur. Loss: 0.03314, Avg. Loss: 0.03812 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.006(MSE)
EARLY STOPPING at 112 epoch, stopped learning in the past 20, took 2133.4399206638336 seg
Shutting down background jobs, please wait a moment...
Done!
Waiting for the remaining 465 operations to synchronize with Neptune. Do not kill this process.
Still waiting for the remaining 465 operations (0.00% done). Please wait.
All 465 operations synced, thanks for waiting!
