v1.3.0_Batch:10-LR:0.001-Loss:0-Opti:0-Mom:(0.8, 0.9)_
Epoch:    1, Batch:  340, Cur. Loss: 0.20922, Avg. Loss: 0.31691 val-loss: 0.252(MAE) 0.057(MAE-Smooth) 0.116(MSE)
Epoch:   36, Batch:  340, Cur. Loss: 0.06662, Avg. Loss: 0.08922 val-loss: 0.082(MAE) 0.008(MAE-Smooth) 0.016(MSE)
Epoch:   37, Batch:  340, Cur. Loss: 0.11111, Avg. Loss: 0.08544 val-loss: 0.083(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   38, Batch:  340, Cur. Loss: 0.08158, Avg. Loss: 0.08803 val-loss: 0.087(MAE) 0.01 (MAE-Smooth) 0.021(MSE)
Epoch:   39, Batch:  340, Cur. Loss: 0.06689, Avg. Loss: 0.08539 val-loss: 0.088(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   40, Batch:  340, Cur. Loss: 0.08465, Avg. Loss: 0.08549 val-loss: 0.088(MAE) 0.011(MAE-Smooth) 0.031(MSE)
Epoch:   41, Batch:  340, Cur. Loss: 0.07363, Avg. Loss: 0.08517 val-loss: 0.086(MAE) 0.009(MAE-Smooth) 0.02 (MSE)
Epoch:   42, Batch:  340, Cur. Loss: 0.09632, Avg. Loss: 0.08361 val-loss: 0.088(MAE) 0.012(MAE-Smooth) 0.032(MSE)
Epoch:   43, Batch:  340, Cur. Loss: 0.08484, Avg. Loss:  0.0833 val-loss: 0.083(MAE) 0.008(MAE-Smooth) 0.016(MSE)
Epoch:   44, Batch:  340, Cur. Loss: 0.06983, Avg. Loss: 0.08183 val-loss: 0.081(MAE) 0.007(MAE-Smooth) 0.014(MSE)
Epoch:   45, Batch:  340, Cur. Loss: 0.06152, Avg. Loss: 0.08442 val-loss: 0.086(MAE) 0.011(MAE-Smooth) 0.03 (MSE)
Epoch:   46, Batch:  340, Cur. Loss: 0.07481, Avg. Loss: 0.08263 val-loss: 0.08 (MAE) 0.007(MAE-Smooth) 0.013(MSE)
Epoch:   47, Batch:  340, Cur. Loss: 0.06731, Avg. Loss: 0.08181 val-loss: 0.083(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   48, Batch:  340, Cur. Loss: 0.07019, Avg. Loss:  0.0814 val-loss: 0.082(MAE) 0.009(MAE-Smooth) 0.021(MSE)
Epoch:   49, Batch:  340, Cur. Loss: 0.07748, Avg. Loss: 0.08351 val-loss: 0.082(MAE) 0.009(MAE-Smooth) 0.021(MSE)
Epoch:   50, Batch:  340, Cur. Loss: 0.06004, Avg. Loss: 0.08284 val-loss: 0.081(MAE) 0.009(MAE-Smooth) 0.018(MSE)
Epoch:   51, Batch:  340, Cur. Loss: 0.07617, Avg. Loss: 0.07961 val-loss: 0.078(MAE) 0.008(MAE-Smooth) 0.02 (MSE)
Epoch:   52, Batch:  340, Cur. Loss:   0.087, Avg. Loss: 0.08179 val-loss: 0.084(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   53, Batch:  340, Cur. Loss: 0.07934, Avg. Loss: 0.07852 val-loss: 0.075(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   54, Batch:  340, Cur. Loss: 0.05949, Avg. Loss: 0.08125 val-loss: 0.081(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   55, Batch:  340, Cur. Loss: 0.08678, Avg. Loss: 0.07963 val-loss: 0.08 (MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   56, Batch:  340, Cur. Loss:   0.054, Avg. Loss: 0.07785 val-loss: 0.088(MAE) 0.011(MAE-Smooth) 0.031(MSE)
Epoch:   57, Batch:  340, Cur. Loss: 0.06164, Avg. Loss: 0.07785 val-loss: 0.085(MAE) 0.01 (MAE-Smooth) 0.023(MSE)
Epoch:   58, Batch:  340, Cur. Loss: 0.07624, Avg. Loss: 0.07953 val-loss: 0.083(MAE) 0.01 (MAE-Smooth) 0.027(MSE)
Epoch:   59, Batch:  340, Cur. Loss: 0.06547, Avg. Loss: 0.07974 val-loss: 0.078(MAE) 0.009(MAE-Smooth) 0.027(MSE)
Epoch:   60, Batch:  340, Cur. Loss:  0.0874, Avg. Loss: 0.07988 val-loss: 0.083(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   61, Batch:  340, Cur. Loss: 0.06065, Avg. Loss: 0.07641 val-loss: 0.086(MAE) 0.012(MAE-Smooth) 0.039(MSE)
Epoch:   62, Batch:  340, Cur. Loss: 0.09361, Avg. Loss: 0.07783 val-loss: 0.073(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   63, Batch:  340, Cur. Loss: 0.09008, Avg. Loss: 0.07848 val-loss: 0.078(MAE) 0.009(MAE-Smooth) 0.029(MSE)
Epoch:   64, Batch:  340, Cur. Loss: 0.08983, Avg. Loss:  0.0767 val-loss: 0.087(MAE) 0.012(MAE-Smooth) 0.034(MSE)
Epoch:   65, Batch:  340, Cur. Loss: 0.06961, Avg. Loss: 0.07641 val-loss: 0.08 (MAE) 0.009(MAE-Smooth) 0.02 (MSE)
Epoch:   66, Batch:  340, Cur. Loss: 0.13534, Avg. Loss: 0.07746 val-loss: 0.074(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   67, Batch:  340, Cur. Loss: 0.05842, Avg. Loss: 0.07809 val-loss: 0.076(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   68, Batch:  340, Cur. Loss: 0.06363, Avg. Loss: 0.07583 val-loss: 0.079(MAE) 0.009(MAE-Smooth) 0.032(MSE)
Epoch:   69, Batch:  340, Cur. Loss: 0.05563, Avg. Loss: 0.07612 val-loss: 0.082(MAE) 0.01 (MAE-Smooth) 0.021(MSE)
Epoch:   70, Batch:  340, Cur. Loss:  0.0832, Avg. Loss: 0.07724 val-loss: 0.076(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   71, Batch:  340, Cur. Loss: 0.06815, Avg. Loss: 0.07587 val-loss: 0.079(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   72, Batch:  340, Cur. Loss: 0.08903, Avg. Loss: 0.07519 val-loss: 0.081(MAE) 0.009(MAE-Smooth) 0.023(MSE)
Epoch:   73, Batch:  340, Cur. Loss: 0.05859, Avg. Loss: 0.07438 val-loss: 0.076(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   74, Batch:  340, Cur. Loss: 0.31776, Avg. Loss: 0.07716 val-loss: 0.075(MAE) 0.008(MAE-Smooth) 0.026(MSE)
Epoch:   75, Batch:  340, Cur. Loss:  0.0868, Avg. Loss: 0.07563 val-loss: 0.076(MAE) 0.007(MAE-Smooth) 0.016(MSE)
Epoch:   76, Batch:  340, Cur. Loss:  0.0521, Avg. Loss: 0.07613 val-loss: 0.08 (MAE) 0.009(MAE-Smooth) 0.03 (MSE)
Epoch:   77, Batch:  340, Cur. Loss: 0.06344, Avg. Loss: 0.07777 val-loss: 0.075(MAE) 0.007(MAE-Smooth) 0.014(MSE)
Epoch:   78, Batch:  340, Cur. Loss: 0.06058, Avg. Loss: 0.07371 val-loss: 0.073(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   79, Batch:  340, Cur. Loss: 0.06994, Avg. Loss: 0.07354 val-loss: 0.08 (MAE) 0.007(MAE-Smooth) 0.014(MSE)
Epoch:   80, Batch:  340, Cur. Loss: 0.05812, Avg. Loss: 0.07384 val-loss: 0.078(MAE) 0.008(MAE-Smooth) 0.021(MSE)
Epoch:   81, Batch:  340, Cur. Loss: 0.05198, Avg. Loss: 0.07234 val-loss: 0.074(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   82, Batch:  340, Cur. Loss: 0.05385, Avg. Loss:  0.0732 val-loss: 0.079(MAE) 0.008(MAE-Smooth) 0.019(MSE)
Epoch:   83, Batch:  340, Cur. Loss: 0.08928, Avg. Loss: 0.07413 val-loss: 0.071(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   84, Batch:  340, Cur. Loss: 0.05897, Avg. Loss: 0.07256 val-loss: 0.075(MAE) 0.008(MAE-Smooth) 0.019(MSE)
Epoch:   85, Batch:  340, Cur. Loss: 0.07001, Avg. Loss: 0.07308 val-loss: 0.072(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   86, Batch:  340, Cur. Loss:  0.0685, Avg. Loss: 0.07245 val-loss: 0.08 (MAE) 0.007(MAE-Smooth) 0.017(MSE)
Epoch:   87, Batch:  340, Cur. Loss: 0.07715, Avg. Loss: 0.07247 val-loss: 0.073(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   88, Batch:  340, Cur. Loss: 0.07263, Avg. Loss: 0.07286 val-loss: 0.07 (MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   89, Batch:  340, Cur. Loss: 0.06689, Avg. Loss: 0.07364 val-loss: 0.072(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   90, Batch:  340, Cur. Loss: 0.07757, Avg. Loss: 0.07194 val-loss: 0.073(MAE) 0.007(MAE-Smooth) 0.018(MSE)
Epoch:   91, Batch:  340, Cur. Loss: 0.06346, Avg. Loss: 0.07297 val-loss: 0.079(MAE) 0.007(MAE-Smooth) 0.013(MSE)
Epoch:   92, Batch:  340, Cur. Loss: 0.08511, Avg. Loss: 0.07404 val-loss: 0.075(MAE) 0.008(MAE-Smooth) 0.019(MSE)
Epoch:   93, Batch:  340, Cur. Loss: 0.05359, Avg. Loss: 0.07211 val-loss: 0.075(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   94, Batch:  340, Cur. Loss: 0.05187, Avg. Loss: 0.07273 val-loss: 0.077(MAE) 0.008(MAE-Smooth) 0.016(MSE)
Epoch:   95, Batch:  340, Cur. Loss: 0.05464, Avg. Loss:  0.0724 val-loss: 0.074(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   96, Batch:  340, Cur. Loss: 0.06147, Avg. Loss: 0.07102 val-loss: 0.072(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   97, Batch:  340, Cur. Loss: 0.06646, Avg. Loss: 0.07077 val-loss: 0.076(MAE) 0.009(MAE-Smooth) 0.027(MSE)
Epoch:   98, Batch:  340, Cur. Loss: 0.05837, Avg. Loss: 0.07164 val-loss: 0.077(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   99, Batch:  340, Cur. Loss: 0.12428, Avg. Loss: 0.07174 val-loss: 0.077(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:  100, Batch:  340, Cur. Loss: 0.09669, Avg. Loss:  0.0713 val-loss: 0.074(MAE) 0.008(MAE-Smooth) 0.025(MSE)
Epoch:  101, Batch:  340, Cur. Loss: 0.06553, Avg. Loss:  0.0707 val-loss: 0.072(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:  102, Batch:  340, Cur. Loss: 0.08767, Avg. Loss: 0.07002 val-loss: 0.074(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:  103, Batch:  340, Cur. Loss: 0.07574, Avg. Loss: 0.07025 val-loss: 0.073(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:  104, Batch:  340, Cur. Loss: 0.12597, Avg. Loss: 0.07064 val-loss: 0.071(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:  105, Batch:  340, Cur. Loss: 0.08777, Avg. Loss: 0.07089 val-loss: 0.074(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:  106, Batch:  340, Cur. Loss: 0.07822, Avg. Loss: 0.07181 val-loss: 0.075(MAE) 0.008(MAE-Smooth) 0.024(MSE)
Epoch:  107, Batch:  340, Cur. Loss: 0.06263, Avg. Loss: 0.07104 val-loss: 0.07 (MAE) 0.005(MAE-Smooth) 0.01 (MSE)
EARLY STOPPING at 106 epoch, stopped learning in the past 20, took 2058.9150819778442 seg
