v1.3.0_Initiation:True-Batch:10-LR:0.0001-Loss:0-Opti:0-Mom:(0.85, 0.95)_
https://app.neptune.ai/joao.d.oliveira/computer-vision-runs/e/COM1-29
Epoch:    1, Batch:  340, Cur. Loss: 0.25066, Avg. Loss: 0.35432 val-loss: 0.283(MAE) 0.072(MAE-Smooth) 0.153(MSE)
Epoch:   23, Batch:  340, Cur. Loss: 0.08448, Avg. Loss: 0.09949 val-loss: 0.093(MAE) 0.012(MAE-Smooth) 0.026(MSE)
Epoch:   24, Batch:  340, Cur. Loss: 0.10616, Avg. Loss: 0.09635 val-loss: 0.091(MAE) 0.011(MAE-Smooth) 0.023(MSE)
Epoch:   25, Batch:  340, Cur. Loss: 0.08671, Avg. Loss: 0.09532 val-loss: 0.094(MAE) 0.012(MAE-Smooth) 0.024(MSE)
Epoch:   26, Batch:  340, Cur. Loss: 0.06867, Avg. Loss: 0.09348 val-loss: 0.091(MAE) 0.012(MAE-Smooth) 0.024(MSE)
Epoch:   27, Batch:  340, Cur. Loss:  0.0636, Avg. Loss: 0.09005 val-loss: 0.091(MAE) 0.013(MAE-Smooth) 0.034(MSE)
Epoch:   28, Batch:  340, Cur. Loss: 0.06004, Avg. Loss: 0.09079 val-loss: 0.091(MAE) 0.013(MAE-Smooth) 0.028(MSE)
Epoch:   29, Batch:  340, Cur. Loss: 0.07166, Avg. Loss: 0.08746 val-loss: 0.09 (MAE) 0.012(MAE-Smooth) 0.027(MSE)
Epoch:   30, Batch:  340, Cur. Loss: 0.07867, Avg. Loss: 0.08589 val-loss: 0.085(MAE) 0.01 (MAE-Smooth) 0.02 (MSE)
Epoch:   31, Batch:  340, Cur. Loss: 0.07601, Avg. Loss: 0.08791 val-loss: 0.089(MAE) 0.014(MAE-Smooth) 0.04 (MSE)
Epoch:   32, Batch:  340, Cur. Loss: 0.08231, Avg. Loss: 0.08528 val-loss: 0.089(MAE) 0.013(MAE-Smooth) 0.04 (MSE)
Epoch:   33, Batch:  340, Cur. Loss: 0.09421, Avg. Loss: 0.08508 val-loss: 0.078(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   34, Batch:  340, Cur. Loss: 0.06433, Avg. Loss: 0.08222 val-loss: 0.08 (MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   35, Batch:  340, Cur. Loss: 0.10666, Avg. Loss: 0.08123 val-loss: 0.078(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   36, Batch:  340, Cur. Loss: 0.10067, Avg. Loss: 0.07879 val-loss: 0.08 (MAE) 0.009(MAE-Smooth) 0.017(MSE)
Epoch:   37, Batch:  340, Cur. Loss: 0.05318, Avg. Loss:  0.0808 val-loss: 0.08 (MAE) 0.012(MAE-Smooth) 0.026(MSE)
Epoch:   38, Batch:  340, Cur. Loss: 0.14738, Avg. Loss: 0.07745 val-loss: 0.079(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   39, Batch:  340, Cur. Loss: 0.05144, Avg. Loss: 0.07709 val-loss: 0.076(MAE) 0.009(MAE-Smooth) 0.018(MSE)
Epoch:   40, Batch:  340, Cur. Loss: 0.07607, Avg. Loss:  0.0765 val-loss: 0.082(MAE) 0.01 (MAE-Smooth) 0.022(MSE)
Epoch:   41, Batch:  340, Cur. Loss: 0.06579, Avg. Loss: 0.07598 val-loss: 0.076(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   42, Batch:  340, Cur. Loss: 0.06013, Avg. Loss: 0.07555 val-loss: 0.078(MAE) 0.01 (MAE-Smooth) 0.023(MSE)
Epoch:   43, Batch:  340, Cur. Loss: 0.05902, Avg. Loss: 0.07375 val-loss: 0.074(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   44, Batch:  340, Cur. Loss: 0.06176, Avg. Loss: 0.07065 val-loss: 0.069(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   45, Batch:  340, Cur. Loss: 0.08869, Avg. Loss: 0.07335 val-loss: 0.071(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   46, Batch:  340, Cur. Loss: 0.09429, Avg. Loss: 0.07151 val-loss: 0.073(MAE) 0.007(MAE-Smooth) 0.014(MSE)
Epoch:   47, Batch:  340, Cur. Loss: 0.05301, Avg. Loss: 0.06963 val-loss: 0.076(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   48, Batch:  340, Cur. Loss: 0.06978, Avg. Loss:  0.0683 val-loss: 0.076(MAE) 0.01 (MAE-Smooth) 0.026(MSE)
Epoch:   49, Batch:  340, Cur. Loss: 0.09934, Avg. Loss: 0.07075 val-loss: 0.074(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   50, Batch:  340, Cur. Loss: 0.08086, Avg. Loss: 0.06938 val-loss: 0.072(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   51, Batch:  340, Cur. Loss: 0.05034, Avg. Loss: 0.06628 val-loss: 0.069(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   52, Batch:  340, Cur. Loss: 0.05164, Avg. Loss: 0.06551 val-loss: 0.075(MAE) 0.009(MAE-Smooth) 0.021(MSE)
Epoch:   53, Batch:  340, Cur. Loss: 0.06236, Avg. Loss: 0.06636 val-loss: 0.069(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   54, Batch:  340, Cur. Loss: 0.05115, Avg. Loss:   0.066 val-loss: 0.076(MAE) 0.01 (MAE-Smooth) 0.029(MSE)
Epoch:   55, Batch:  340, Cur. Loss: 0.18248, Avg. Loss: 0.06542 val-loss: 0.071(MAE) 0.01 (MAE-Smooth) 0.027(MSE)
Epoch:   56, Batch:  340, Cur. Loss: 0.04658, Avg. Loss: 0.06524 val-loss: 0.074(MAE) 0.01 (MAE-Smooth) 0.029(MSE)
Epoch:   57, Batch:  340, Cur. Loss: 0.05522, Avg. Loss: 0.06382 val-loss: 0.069(MAE) 0.007(MAE-Smooth) 0.017(MSE)
Epoch:   58, Batch:  340, Cur. Loss: 0.06476, Avg. Loss: 0.06219 val-loss: 0.071(MAE) 0.009(MAE-Smooth) 0.021(MSE)
Epoch:   59, Batch:  340, Cur. Loss: 0.04574, Avg. Loss: 0.06377 val-loss: 0.073(MAE) 0.01 (MAE-Smooth) 0.03 (MSE)
Epoch:   60, Batch:  340, Cur. Loss: 0.08782, Avg. Loss: 0.06209 val-loss: 0.067(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   61, Batch:  340, Cur. Loss: 0.05419, Avg. Loss: 0.06137 val-loss: 0.066(MAE) 0.008(MAE-Smooth) 0.02 (MSE)
Epoch:   62, Batch:  340, Cur. Loss: 0.05196, Avg. Loss: 0.06121 val-loss: 0.073(MAE) 0.009(MAE-Smooth) 0.03 (MSE)
Epoch:   63, Batch:  340, Cur. Loss: 0.04384, Avg. Loss: 0.05934 val-loss: 0.068(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   64, Batch:  340, Cur. Loss: 0.05908, Avg. Loss: 0.06139 val-loss: 0.063(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   65, Batch:  340, Cur. Loss:  0.0859, Avg. Loss: 0.06034 val-loss: 0.07 (MAE) 0.009(MAE-Smooth) 0.023(MSE)
Epoch:   66, Batch:  340, Cur. Loss: 0.04778, Avg. Loss:  0.0606 val-loss: 0.066(MAE) 0.008(MAE-Smooth) 0.031(MSE)
Epoch:   67, Batch:  340, Cur. Loss: 0.05972, Avg. Loss: 0.06015 val-loss: 0.068(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   68, Batch:  340, Cur. Loss: 0.10123, Avg. Loss: 0.05842 val-loss: 0.066(MAE) 0.008(MAE-Smooth) 0.032(MSE)
Epoch:   69, Batch:  340, Cur. Loss: 0.05555, Avg. Loss: 0.06048 val-loss: 0.069(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   70, Batch:  340, Cur. Loss: 0.04578, Avg. Loss: 0.05732 val-loss: 0.065(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   71, Batch:  340, Cur. Loss: 0.03742, Avg. Loss: 0.05671 val-loss: 0.068(MAE) 0.008(MAE-Smooth) 0.027(MSE)
Epoch:   72, Batch:  340, Cur. Loss:  0.0517, Avg. Loss: 0.05888 val-loss: 0.067(MAE) 0.008(MAE-Smooth) 0.021(MSE)
Epoch:   73, Batch:  340, Cur. Loss: 0.07725, Avg. Loss:  0.0575 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   74, Batch:  340, Cur. Loss: 0.19969, Avg. Loss: 0.05635 val-loss: 0.063(MAE) 0.006(MAE-Smooth) 0.017(MSE)
Epoch:   75, Batch:  340, Cur. Loss: 0.05441, Avg. Loss: 0.05613 val-loss: 0.062(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   76, Batch:  340, Cur. Loss:  0.0392, Avg. Loss: 0.05646 val-loss: 0.064(MAE) 0.007(MAE-Smooth) 0.017(MSE)
Epoch:   77, Batch:  340, Cur. Loss: 0.05371, Avg. Loss: 0.05525 val-loss: 0.062(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   78, Batch:  340, Cur. Loss: 0.05425, Avg. Loss: 0.05549 val-loss: 0.06 (MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   79, Batch:  340, Cur. Loss: 0.04989, Avg. Loss: 0.05342 val-loss: 0.062(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   80, Batch:  340, Cur. Loss: 0.06395, Avg. Loss:   0.054 val-loss: 0.063(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   81, Batch:  340, Cur. Loss:  0.0421, Avg. Loss: 0.05435 val-loss: 0.062(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   82, Batch:  340, Cur. Loss: 0.04931, Avg. Loss: 0.05315 val-loss: 0.06 (MAE) 0.005(MAE-Smooth) 0.009(MSE)
Epoch:   83, Batch:  340, Cur. Loss: 0.04485, Avg. Loss: 0.05476 val-loss: 0.057(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   84, Batch:  340, Cur. Loss: 0.05128, Avg. Loss: 0.05489 val-loss: 0.066(MAE) 0.007(MAE-Smooth) 0.02 (MSE)
Epoch:   85, Batch:  340, Cur. Loss: 0.06308, Avg. Loss: 0.05375 val-loss: 0.058(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   86, Batch:  340, Cur. Loss:  0.0567, Avg. Loss: 0.05376 val-loss: 0.057(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   87, Batch:  340, Cur. Loss: 0.04445, Avg. Loss:  0.0519 val-loss: 0.062(MAE) 0.007(MAE-Smooth) 0.016(MSE)
Epoch:   88, Batch:  340, Cur. Loss: 0.04916, Avg. Loss: 0.05195 val-loss: 0.063(MAE) 0.007(MAE-Smooth) 0.018(MSE)
Epoch:   89, Batch:  340, Cur. Loss: 0.05863, Avg. Loss: 0.05051 val-loss: 0.061(MAE) 0.007(MAE-Smooth) 0.026(MSE)
Epoch:   90, Batch:  340, Cur. Loss: 0.05296, Avg. Loss: 0.05269 val-loss: 0.059(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   91, Batch:  340, Cur. Loss: 0.04721, Avg. Loss: 0.05312 val-loss: 0.061(MAE) 0.007(MAE-Smooth) 0.024(MSE)
Epoch:   92, Batch:  340, Cur. Loss: 0.22674, Avg. Loss: 0.05148 val-loss: 0.061(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   93, Batch:  340, Cur. Loss:  0.0403, Avg. Loss: 0.05039 val-loss: 0.06 (MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   94, Batch:  340, Cur. Loss: 0.04161, Avg. Loss: 0.04882 val-loss: 0.064(MAE) 0.009(MAE-Smooth) 0.031(MSE)
Epoch:   95, Batch:  340, Cur. Loss: 0.05784, Avg. Loss: 0.05064 val-loss: 0.057(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   96, Batch:  340, Cur. Loss: 0.04142, Avg. Loss: 0.05101 val-loss: 0.058(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   97, Batch:  340, Cur. Loss: 0.06992, Avg. Loss: 0.04988 val-loss: 0.056(MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   98, Batch:  340, Cur. Loss: 0.03943, Avg. Loss: 0.04979 val-loss: 0.059(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   99, Batch:  340, Cur. Loss: 0.04371, Avg. Loss: 0.05022 val-loss: 0.059(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:  100, Batch:  340, Cur. Loss: 0.04393, Avg. Loss: 0.05092 val-loss: 0.058(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  101, Batch:  340, Cur. Loss: 0.05727, Avg. Loss: 0.04919 val-loss: 0.058(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:  102, Batch:  340, Cur. Loss: 0.03499, Avg. Loss:  0.0491 val-loss: 0.06 (MAE) 0.006(MAE-Smooth) 0.018(MSE)
Epoch:  103, Batch:  340, Cur. Loss: 0.06342, Avg. Loss: 0.04832 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  104, Batch:  340, Cur. Loss: 0.03903, Avg. Loss: 0.04894 val-loss: 0.062(MAE) 0.008(MAE-Smooth) 0.025(MSE)
Epoch:  105, Batch:  340, Cur. Loss: 0.04033, Avg. Loss:  0.0476 val-loss: 0.059(MAE) 0.007(MAE-Smooth) 0.023(MSE)
Epoch:  106, Batch:  340, Cur. Loss: 0.04579, Avg. Loss:  0.0462 val-loss: 0.058(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:  107, Batch:  340, Cur. Loss: 0.04313, Avg. Loss: 0.04881 val-loss: 0.06 (MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:  108, Batch:  340, Cur. Loss: 0.05326, Avg. Loss: 0.04743 val-loss: 0.057(MAE) 0.005(MAE-Smooth) 0.012(MSE)
Epoch:  109, Batch:  340, Cur. Loss: 0.04353, Avg. Loss: 0.04832 val-loss: 0.056(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  110, Batch:  340, Cur. Loss: 0.04047, Avg. Loss: 0.04611 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:  111, Batch:  340, Cur. Loss: 0.05903, Avg. Loss: 0.04645 val-loss: 0.056(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  112, Batch:  340, Cur. Loss: 0.29327, Avg. Loss: 0.04965 val-loss: 0.054(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  113, Batch:  340, Cur. Loss: 0.03963, Avg. Loss: 0.04608 val-loss: 0.057(MAE) 0.005(MAE-Smooth) 0.014(MSE)
Epoch:  114, Batch:  340, Cur. Loss:  0.0388, Avg. Loss: 0.04526 val-loss: 0.058(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:  115, Batch:  340, Cur. Loss: 0.04174, Avg. Loss: 0.04635 val-loss: 0.061(MAE) 0.006(MAE-Smooth) 0.015(MSE)
Epoch:  116, Batch:  340, Cur. Loss: 0.05215, Avg. Loss: 0.04643 val-loss: 0.059(MAE) 0.008(MAE-Smooth) 0.033(MSE)
Epoch:  117, Batch:  340, Cur. Loss: 0.03639, Avg. Loss: 0.04651 val-loss: 0.059(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:  118, Batch:  340, Cur. Loss:  0.0385, Avg. Loss: 0.04503 val-loss: 0.056(MAE) 0.006(MAE-Smooth) 0.02 (MSE)
Epoch:  119, Batch:  340, Cur. Loss: 0.04081, Avg. Loss:  0.0473 val-loss: 0.059(MAE) 0.007(MAE-Smooth) 0.022(MSE)
Epoch:  120, Batch:  340, Cur. Loss: 0.03642, Avg. Loss: 0.04535 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:  121, Batch:  340, Cur. Loss: 0.04893, Avg. Loss: 0.04531 val-loss: 0.058(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:  122, Batch:  340, Cur. Loss: 0.03956, Avg. Loss: 0.04608 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.009(MSE)
Epoch:  123, Batch:  340, Cur. Loss: 0.04267, Avg. Loss: 0.04564 val-loss: 0.054(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:  124, Batch:  340, Cur. Loss: 0.03727, Avg. Loss: 0.04462 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.015(MSE)
Epoch:  125, Batch:  340, Cur. Loss: 0.03441, Avg. Loss: 0.04529 val-loss: 0.057(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:  126, Batch:  340, Cur. Loss:  0.0412, Avg. Loss: 0.04422 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.012(MSE)
Epoch:  127, Batch:  340, Cur. Loss: 0.04722, Avg. Loss: 0.04528 val-loss: 0.058(MAE) 0.006(MAE-Smooth) 0.022(MSE)
Epoch:  128, Batch:  340, Cur. Loss: 0.03369, Avg. Loss: 0.04525 val-loss: 0.055(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  129, Batch:  340, Cur. Loss: 0.04176, Avg. Loss: 0.04473 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  130, Batch:  340, Cur. Loss: 0.06908, Avg. Loss: 0.04448 val-loss: 0.056(MAE) 0.006(MAE-Smooth) 0.018(MSE)
Epoch:  131, Batch:  340, Cur. Loss: 0.03613, Avg. Loss: 0.04374 val-loss: 0.06 (MAE) 0.004(MAE-Smooth) 0.008(MSE)
EARLY STOPPING at 130 epoch, stopped learning in the past 20, took 2189.25439620018 seg
Shutting down background jobs, please wait a moment...
Done!
Waiting for the remaining 535 operations to synchronize with Neptune. Do not kill this process.
All 535 operations synced, thanks for waiting!
