v1.0.0_Initiation:True-Batch:100-LR:0.0001-Loss:0-Opti:0-Mom:(0.85, 0.95)_
https://app.neptune.ai/joao.d.oliveira/computer-vision-runs/e/COM1-37
Epoch:    1, Batch:   30, Cur. Loss: 0.37296, Avg. Loss: 0.40887 val-loss: 0.512(MAE) 0.199(MAE-Smooth) 0.421(MSE)
Epoch:   21, Batch:   30, Cur. Loss: 0.11632, Avg. Loss: 0.11965 val-loss: 0.115(MAE) 0.018(MAE-Smooth) 0.039(MSE)
Epoch:   22, Batch:   30, Cur. Loss: 0.10748, Avg. Loss: 0.12201 val-loss: 0.111(MAE) 0.018(MAE-Smooth) 0.04 (MSE)
Epoch:   23, Batch:   30, Cur. Loss: 0.10336, Avg. Loss: 0.11874 val-loss: 0.123(MAE) 0.02 (MAE-Smooth) 0.042(MSE)
Epoch:   24, Batch:   10, Cur. Loss: 0.13458, Avg. Loss: 0.12064Experiencing connection interruptions. Will try to reestablish communication with Neptune.
Communication with Neptune restored!
Epoch:   24, Batch:   30, Cur. Loss: 0.10453, Avg. Loss: 0.11584 val-loss: 0.102(MAE) 0.013(MAE-Smooth) 0.028(MSE)
Epoch:   25, Batch:   30, Cur. Loss:  0.1109, Avg. Loss: 0.11013 val-loss: 0.106(MAE) 0.017(MAE-Smooth) 0.042(MSE)
Epoch:   26, Batch:   30, Cur. Loss: 0.10051, Avg. Loss: 0.10826 val-loss: 0.104(MAE) 0.014(MAE-Smooth) 0.029(MSE)
Epoch:   27, Batch:   30, Cur. Loss: 0.09948, Avg. Loss:  0.1076 val-loss: 0.103(MAE) 0.014(MAE-Smooth) 0.029(MSE)
Epoch:   28, Batch:   30, Cur. Loss: 0.08655, Avg. Loss: 0.10766 val-loss: 0.102(MAE) 0.016(MAE-Smooth) 0.035(MSE)
Epoch:   29, Batch:   30, Cur. Loss: 0.08916, Avg. Loss: 0.10366 val-loss: 0.095(MAE) 0.012(MAE-Smooth) 0.024(MSE)
Epoch:   30, Batch:   30, Cur. Loss: 0.09839, Avg. Loss: 0.09778 val-loss: 0.103(MAE) 0.013(MAE-Smooth) 0.026(MSE)
Epoch:   31, Batch:   30, Cur. Loss: 0.11827, Avg. Loss: 0.10015 val-loss: 0.093(MAE) 0.011(MAE-Smooth) 0.023(MSE)
Epoch:   32, Batch:   30, Cur. Loss: 0.10845, Avg. Loss: 0.09613 val-loss: 0.095(MAE) 0.016(MAE-Smooth) 0.038(MSE)
Epoch:   33, Batch:   30, Cur. Loss: 0.10191, Avg. Loss: 0.09571 val-loss: 0.097(MAE) 0.017(MAE-Smooth) 0.039(MSE)
Epoch:   34, Batch:   30, Cur. Loss: 0.07725, Avg. Loss: 0.09701 val-loss: 0.089(MAE) 0.012(MAE-Smooth) 0.026(MSE)
Epoch:   35, Batch:   30, Cur. Loss: 0.09889, Avg. Loss: 0.09243 val-loss: 0.095(MAE) 0.016(MAE-Smooth) 0.039(MSE)
Epoch:   36, Batch:   30, Cur. Loss: 0.10714, Avg. Loss: 0.09057 val-loss: 0.084(MAE) 0.01 (MAE-Smooth) 0.022(MSE)
Epoch:   37, Batch:   30, Cur. Loss: 0.07646, Avg. Loss: 0.08999 val-loss: 0.092(MAE) 0.011(MAE-Smooth) 0.022(MSE)
Epoch:   38, Batch:   30, Cur. Loss: 0.07697, Avg. Loss: 0.08719 val-loss: 0.087(MAE) 0.012(MAE-Smooth) 0.026(MSE)
Epoch:   39, Batch:   30, Cur. Loss: 0.08214, Avg. Loss: 0.08698 val-loss: 0.088(MAE) 0.011(MAE-Smooth) 0.023(MSE)
Epoch:   40, Batch:   30, Cur. Loss: 0.07712, Avg. Loss: 0.08666 val-loss: 0.079(MAE) 0.009(MAE-Smooth) 0.018(MSE)
Epoch:   41, Batch:   30, Cur. Loss:  0.0786, Avg. Loss: 0.08179 val-loss: 0.079(MAE) 0.01 (MAE-Smooth) 0.023(MSE)
Epoch:   42, Batch:   30, Cur. Loss: 0.07934, Avg. Loss: 0.08258 val-loss: 0.081(MAE) 0.01 (MAE-Smooth) 0.021(MSE)
Epoch:   43, Batch:   30, Cur. Loss: 0.08407, Avg. Loss: 0.08069 val-loss: 0.08 (MAE) 0.01 (MAE-Smooth) 0.024(MSE)
Epoch:   44, Batch:   30, Cur. Loss: 0.07659, Avg. Loss: 0.08317 val-loss: 0.077(MAE) 0.009(MAE-Smooth) 0.022(MSE)
Epoch:   45, Batch:   30, Cur. Loss:  0.0702, Avg. Loss:   0.077 val-loss: 0.082(MAE) 0.011(MAE-Smooth) 0.023(MSE)
Epoch:   46, Batch:   30, Cur. Loss: 0.07637, Avg. Loss: 0.08058 val-loss: 0.076(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   47, Batch:   30, Cur. Loss: 0.06841, Avg. Loss: 0.07597 val-loss: 0.08 (MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   48, Batch:   30, Cur. Loss: 0.06858, Avg. Loss: 0.07674 val-loss: 0.078(MAE) 0.013(MAE-Smooth) 0.04 (MSE)
Epoch:   49, Batch:   30, Cur. Loss: 0.05974, Avg. Loss: 0.07464 val-loss: 0.074(MAE) 0.009(MAE-Smooth) 0.02 (MSE)
Epoch:   50, Batch:   30, Cur. Loss: 0.08132, Avg. Loss: 0.07362 val-loss: 0.076(MAE) 0.011(MAE-Smooth) 0.027(MSE)
Epoch:   51, Batch:   30, Cur. Loss: 0.06643, Avg. Loss:  0.0742 val-loss: 0.067(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   52, Batch:   30, Cur. Loss: 0.06942, Avg. Loss: 0.07225 val-loss: 0.074(MAE) 0.008(MAE-Smooth) 0.016(MSE)
Epoch:   53, Batch:   30, Cur. Loss: 0.07772, Avg. Loss: 0.07324 val-loss: 0.072(MAE) 0.008(MAE-Smooth) 0.022(MSE)
Epoch:   54, Batch:   30, Cur. Loss: 0.07179, Avg. Loss: 0.06892 val-loss: 0.07 (MAE) 0.009(MAE-Smooth) 0.021(MSE)
Epoch:   55, Batch:   30, Cur. Loss: 0.07762, Avg. Loss: 0.06993 val-loss: 0.07 (MAE) 0.009(MAE-Smooth) 0.025(MSE)
Epoch:   56, Batch:   30, Cur. Loss: 0.06038, Avg. Loss: 0.07164 val-loss: 0.067(MAE) 0.007(MAE-Smooth) 0.017(MSE)
Epoch:   57, Batch:   30, Cur. Loss: 0.06146, Avg. Loss: 0.07061 val-loss: 0.067(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   58, Batch:   30, Cur. Loss: 0.06339, Avg. Loss: 0.06894 val-loss: 0.067(MAE) 0.006(MAE-Smooth) 0.015(MSE)
Epoch:   59, Batch:   30, Cur. Loss: 0.07171, Avg. Loss: 0.06671 val-loss: 0.068(MAE) 0.007(MAE-Smooth) 0.016(MSE)
Epoch:   60, Batch:   30, Cur. Loss: 0.05583, Avg. Loss: 0.06588 val-loss: 0.072(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   61, Batch:   30, Cur. Loss: 0.06664, Avg. Loss: 0.06519 val-loss: 0.068(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   62, Batch:   30, Cur. Loss: 0.08269, Avg. Loss: 0.06476 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   63, Batch:   30, Cur. Loss: 0.06309, Avg. Loss: 0.06751 val-loss: 0.066(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   64, Batch:   30, Cur. Loss: 0.07219, Avg. Loss:  0.0646 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   65, Batch:   30, Cur. Loss: 0.08051, Avg. Loss: 0.06398 val-loss: 0.063(MAE) 0.007(MAE-Smooth) 0.014(MSE)
Epoch:   66, Batch:   30, Cur. Loss: 0.05806, Avg. Loss: 0.06313 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   67, Batch:   30, Cur. Loss:  0.0674, Avg. Loss: 0.06327 val-loss: 0.067(MAE) 0.008(MAE-Smooth) 0.024(MSE)
Epoch:   68, Batch:   30, Cur. Loss: 0.07679, Avg. Loss: 0.06219 val-loss: 0.063(MAE) 0.008(MAE-Smooth) 0.022(MSE)
Epoch:   69, Batch:   30, Cur. Loss: 0.06684, Avg. Loss: 0.06425 val-loss: 0.071(MAE) 0.009(MAE-Smooth) 0.018(MSE)
Epoch:   70, Batch:   30, Cur. Loss: 0.05479, Avg. Loss: 0.06227 val-loss: 0.061(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   71, Batch:   30, Cur. Loss: 0.05699, Avg. Loss: 0.05969 val-loss: 0.059(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   72, Batch:   30, Cur. Loss: 0.06539, Avg. Loss:  0.0615 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   73, Batch:   30, Cur. Loss: 0.05996, Avg. Loss: 0.05932 val-loss: 0.063(MAE) 0.008(MAE-Smooth) 0.028(MSE)
Epoch:   74, Batch:   30, Cur. Loss: 0.05693, Avg. Loss: 0.05894 val-loss: 0.064(MAE) 0.007(MAE-Smooth) 0.017(MSE)
Epoch:   75, Batch:   30, Cur. Loss: 0.06038, Avg. Loss: 0.05931 val-loss: 0.062(MAE) 0.008(MAE-Smooth) 0.033(MSE)
Epoch:   76, Batch:   30, Cur. Loss: 0.06948, Avg. Loss: 0.05753 val-loss: 0.062(MAE) 0.005(MAE-Smooth) 0.009(MSE)
Epoch:   77, Batch:   30, Cur. Loss: 0.05759, Avg. Loss: 0.05747 val-loss: 0.06 (MAE) 0.007(MAE-Smooth) 0.016(MSE)
Epoch:   78, Batch:   30, Cur. Loss: 0.05411, Avg. Loss: 0.05788 val-loss: 0.058(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   79, Batch:   30, Cur. Loss: 0.05708, Avg. Loss: 0.05509 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   80, Batch:   30, Cur. Loss: 0.06176, Avg. Loss: 0.05518 val-loss: 0.058(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   81, Batch:   30, Cur. Loss: 0.05152, Avg. Loss: 0.05642 val-loss: 0.058(MAE) 0.005(MAE-Smooth) 0.012(MSE)
Epoch:   82, Batch:   30, Cur. Loss: 0.04585, Avg. Loss: 0.05659 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   83, Batch:   30, Cur. Loss: 0.04269, Avg. Loss: 0.05705 val-loss: 0.06 (MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   84, Batch:   30, Cur. Loss: 0.05646, Avg. Loss: 0.05669 val-loss: 0.061(MAE) 0.008(MAE-Smooth) 0.019(MSE)
Epoch:   85, Batch:   30, Cur. Loss: 0.06517, Avg. Loss: 0.05348 val-loss: 0.054(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   86, Batch:   30, Cur. Loss: 0.05636, Avg. Loss: 0.05542 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   87, Batch:   30, Cur. Loss: 0.04876, Avg. Loss: 0.05263 val-loss: 0.055(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   88, Batch:   30, Cur. Loss:  0.0548, Avg. Loss: 0.05442 val-loss: 0.057(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   89, Batch:   30, Cur. Loss: 0.05059, Avg. Loss: 0.04953 val-loss: 0.06 (MAE) 0.008(MAE-Smooth) 0.024(MSE)
Epoch:   90, Batch:   30, Cur. Loss: 0.05704, Avg. Loss: 0.05274 val-loss: 0.055(MAE) 0.005(MAE-Smooth) 0.014(MSE)
Epoch:   91, Batch:   30, Cur. Loss: 0.06557, Avg. Loss: 0.05143 val-loss: 0.059(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   92, Batch:   30, Cur. Loss: 0.04693, Avg. Loss: 0.05166 val-loss: 0.055(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   93, Batch:   30, Cur. Loss: 0.06072, Avg. Loss: 0.04915 val-loss: 0.053(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   94, Batch:   30, Cur. Loss: 0.05596, Avg. Loss: 0.05032 val-loss: 0.054(MAE) 0.005(MAE-Smooth) 0.015(MSE)
Epoch:   95, Batch:   30, Cur. Loss:  0.0508, Avg. Loss: 0.05139 val-loss: 0.06 (MAE) 0.008(MAE-Smooth) 0.028(MSE)
Epoch:   96, Batch:   30, Cur. Loss: 0.04562, Avg. Loss:  0.0514 val-loss: 0.053(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   97, Batch:   30, Cur. Loss:  0.0439, Avg. Loss: 0.04759 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   98, Batch:   30, Cur. Loss: 0.04975, Avg. Loss: 0.04964 val-loss: 0.056(MAE) 0.007(MAE-Smooth) 0.024(MSE)
Epoch:   99, Batch:   30, Cur. Loss: 0.04887, Avg. Loss: 0.04908 val-loss: 0.057(MAE) 0.005(MAE-Smooth) 0.012(MSE)
Epoch:  100, Batch:   30, Cur. Loss: 0.04557, Avg. Loss: 0.04758 val-loss: 0.054(MAE) 0.006(MAE-Smooth) 0.022(MSE)
Epoch:  101, Batch:   30, Cur. Loss: 0.04841, Avg. Loss: 0.04808 val-loss: 0.056(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:  102, Batch:   30, Cur. Loss: 0.04132, Avg. Loss: 0.04818 val-loss: 0.05 (MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:  103, Batch:   30, Cur. Loss: 0.04542, Avg. Loss:  0.0461 val-loss: 0.053(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:  104, Batch:   30, Cur. Loss: 0.04835, Avg. Loss: 0.04828 val-loss: 0.052(MAE) 0.003(MAE-Smooth) 0.007(MSE)
EARLY STOPPING at 103 epoch, stopped learning in the past 20, took 1900.5004415512085 seg
Shutting down background jobs, please wait a moment...
Done!
