v1.0.0_Initiation:True-Batch:10-LR:0.0001-Loss:0-Opti:0-Mom:(0.85, 0.95)_
https://app.neptune.ai/joao.d.oliveira/computer-vision-runs/e/COM1-34
Epoch:    1, Batch:  340, Cur. Loss: 0.30741, Avg. Loss:  0.3566 val-loss: 0.322(MAE) 0.091(MAE-Smooth) 0.198(MSE)
Epoch:   15, Batch:  340, Cur. Loss: 0.06784, Avg. Loss: 0.07041 val-loss: 0.066(MAE) 0.007(MAE-Smooth) 0.014(MSE)
Epoch:   16, Batch:  340, Cur. Loss: 0.05169, Avg. Loss: 0.07187 val-loss: 0.066(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   17, Batch:  340, Cur. Loss: 0.04661, Avg. Loss: 0.06765 val-loss: 0.063(MAE) 0.007(MAE-Smooth) 0.018(MSE)
Epoch:   18, Batch:  340, Cur. Loss: 0.06539, Avg. Loss:  0.0667 val-loss: 0.063(MAE) 0.008(MAE-Smooth) 0.02 (MSE)
Epoch:   19, Batch:  340, Cur. Loss: 0.04853, Avg. Loss:  0.0662 val-loss: 0.063(MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   20, Batch:  340, Cur. Loss: 0.04347, Avg. Loss: 0.06321 val-loss: 0.061(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   21, Batch:  340, Cur. Loss: 0.14278, Avg. Loss: 0.06051 val-loss: 0.058(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   22, Batch:  340, Cur. Loss: 0.05293, Avg. Loss: 0.06295 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   23, Batch:  340, Cur. Loss: 0.06896, Avg. Loss: 0.05857 val-loss: 0.057(MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   24, Batch:  340, Cur. Loss: 0.05089, Avg. Loss: 0.05667 val-loss: 0.062(MAE) 0.008(MAE-Smooth) 0.025(MSE)
Epoch:   25, Batch:  340, Cur. Loss: 0.07502, Avg. Loss: 0.05702 val-loss: 0.059(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   26, Batch:  340, Cur. Loss:  0.0369, Avg. Loss: 0.05515 val-loss: 0.061(MAE) 0.008(MAE-Smooth) 0.022(MSE)
Epoch:   27, Batch:  340, Cur. Loss: 0.04944, Avg. Loss: 0.05264 val-loss: 0.056(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   28, Batch:  340, Cur. Loss: 0.04579, Avg. Loss: 0.05333 val-loss: 0.053(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   29, Batch:  340, Cur. Loss: 0.05248, Avg. Loss: 0.05089 val-loss: 0.059(MAE) 0.007(MAE-Smooth) 0.023(MSE)
Epoch:   30, Batch:  340, Cur. Loss:  0.0696, Avg. Loss: 0.04893 val-loss: 0.054(MAE) 0.006(MAE-Smooth) 0.016(MSE)
Epoch:   31, Batch:  340, Cur. Loss: 0.05287, Avg. Loss: 0.05167 val-loss: 0.06 (MAE) 0.007(MAE-Smooth) 0.022(MSE)
Epoch:   32, Batch:  340, Cur. Loss: 0.04385, Avg. Loss: 0.04863 val-loss: 0.052(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   33, Batch:  340, Cur. Loss: 0.04175, Avg. Loss: 0.04959 val-loss: 0.052(MAE) 0.006(MAE-Smooth) 0.023(MSE)
Epoch:   34, Batch:  340, Cur. Loss: 0.03661, Avg. Loss: 0.04658 val-loss: 0.051(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   35, Batch:  340, Cur. Loss: 0.04852, Avg. Loss: 0.04778 val-loss: 0.05 (MAE) 0.004(MAE-Smooth) 0.007(MSE)
Epoch:   36, Batch:  340, Cur. Loss: 0.03931, Avg. Loss: 0.04639 val-loss: 0.05 (MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   37, Batch:  340, Cur. Loss: 0.09955, Avg. Loss: 0.04606 val-loss: 0.048(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   38, Batch:  340, Cur. Loss: 0.03698, Avg. Loss: 0.04499 val-loss: 0.048(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:   39, Batch:  340, Cur. Loss: 0.03642, Avg. Loss: 0.04485 val-loss: 0.051(MAE) 0.006(MAE-Smooth) 0.016(MSE)
Epoch:   40, Batch:  340, Cur. Loss: 0.08983, Avg. Loss: 0.04632 val-loss: 0.052(MAE) 0.007(MAE-Smooth) 0.025(MSE)
Epoch:   41, Batch:  340, Cur. Loss: 0.17438, Avg. Loss: 0.04381 val-loss: 0.048(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   42, Batch:  340, Cur. Loss: 0.04414, Avg. Loss: 0.04378 val-loss: 0.045(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:   43, Batch:  340, Cur. Loss: 0.03997, Avg. Loss: 0.04296 val-loss: 0.052(MAE) 0.007(MAE-Smooth) 0.027(MSE)
Epoch:   44, Batch:  340, Cur. Loss: 0.03387, Avg. Loss: 0.04327 val-loss: 0.047(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   45, Batch:  340, Cur. Loss: 0.03589, Avg. Loss: 0.04139 val-loss: 0.045(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:   46, Batch:  340, Cur. Loss: 0.03406, Avg. Loss:  0.0406 val-loss: 0.046(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   47, Batch:  340, Cur. Loss:  0.1689, Avg. Loss: 0.04123 val-loss: 0.045(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   48, Batch:  340, Cur. Loss: 0.03532, Avg. Loss: 0.04057 val-loss: 0.045(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   49, Batch:  340, Cur. Loss: 0.03389, Avg. Loss: 0.04016 val-loss: 0.045(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:   50, Batch:  340, Cur. Loss: 0.04052, Avg. Loss: 0.04047 val-loss: 0.05 (MAE) 0.006(MAE-Smooth) 0.018(MSE)
Epoch:   51, Batch:  340, Cur. Loss: 0.03668, Avg. Loss: 0.03923 val-loss: 0.044(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   52, Batch:  340, Cur. Loss: 0.03603, Avg. Loss:  0.0392 val-loss: 0.047(MAE) 0.004(MAE-Smooth) 0.011(MSE)
Epoch:   53, Batch:  340, Cur. Loss: 0.03351, Avg. Loss: 0.04106 val-loss: 0.049(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   54, Batch:  340, Cur. Loss: 0.02762, Avg. Loss: 0.03985 val-loss: 0.046(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   55, Batch:  340, Cur. Loss: 0.03143, Avg. Loss:  0.0395 val-loss: 0.046(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   56, Batch:  340, Cur. Loss:  0.0321, Avg. Loss:  0.0388 val-loss: 0.046(MAE) 0.005(MAE-Smooth) 0.022(MSE)
Epoch:   57, Batch:  340, Cur. Loss: 0.03251, Avg. Loss: 0.03765 val-loss: 0.048(MAE) 0.005(MAE-Smooth) 0.022(MSE)
Epoch:   58, Batch:  340, Cur. Loss: 0.04802, Avg. Loss: 0.03827 val-loss: 0.049(MAE) 0.005(MAE-Smooth) 0.012(MSE)
Epoch:   59, Batch:  340, Cur. Loss: 0.03296, Avg. Loss:  0.0372 val-loss: 0.045(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   60, Batch:  340, Cur. Loss: 0.02736, Avg. Loss: 0.03873 val-loss: 0.044(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   61, Batch:  340, Cur. Loss: 0.03822, Avg. Loss: 0.03675 val-loss: 0.045(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   62, Batch:  340, Cur. Loss: 0.03513, Avg. Loss: 0.03758 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.003(MSE)
Epoch:   63, Batch:  340, Cur. Loss: 0.02623, Avg. Loss: 0.03689 val-loss: 0.044(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   64, Batch:  340, Cur. Loss: 0.03502, Avg. Loss: 0.03732 val-loss: 0.045(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   65, Batch:  340, Cur. Loss: 0.03309, Avg. Loss: 0.03461 val-loss: 0.043(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   66, Batch:  340, Cur. Loss: 0.03081, Avg. Loss: 0.03662 val-loss: 0.045(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   67, Batch:  340, Cur. Loss: 0.03026, Avg. Loss: 0.03653 val-loss: 0.042(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   68, Batch:  340, Cur. Loss: 0.03269, Avg. Loss: 0.03658 val-loss: 0.045(MAE) 0.004(MAE-Smooth) 0.013(MSE)
Epoch:   69, Batch:  340, Cur. Loss:  0.0289, Avg. Loss: 0.03622 val-loss: 0.044(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   70, Batch:  340, Cur. Loss:  0.0315, Avg. Loss: 0.03537 val-loss: 0.044(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   71, Batch:  340, Cur. Loss: 0.03465, Avg. Loss: 0.03514 val-loss: 0.042(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   72, Batch:  340, Cur. Loss: 0.03625, Avg. Loss: 0.03515 val-loss: 0.042(MAE) 0.002(MAE-Smooth) 0.005(MSE)
Epoch:   73, Batch:  340, Cur. Loss: 0.03343, Avg. Loss: 0.03375 val-loss: 0.043(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   74, Batch:  340, Cur. Loss: 0.02918, Avg. Loss: 0.03435 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   75, Batch:  340, Cur. Loss: 0.03242, Avg. Loss:  0.0346 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.003(MSE)
Epoch:   76, Batch:  340, Cur. Loss: 0.02615, Avg. Loss: 0.03292 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   77, Batch:  340, Cur. Loss: 0.03092, Avg. Loss: 0.03358 val-loss: 0.042(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   78, Batch:  340, Cur. Loss: 0.02946, Avg. Loss: 0.03411 val-loss: 0.04 (MAE) 0.001(MAE-Smooth) 0.003(MSE)
Epoch:   79, Batch:  340, Cur. Loss: 0.02914, Avg. Loss:  0.0329 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   80, Batch:  340, Cur. Loss:  0.0294, Avg. Loss: 0.03417 val-loss: 0.042(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   81, Batch:  340, Cur. Loss: 0.02566, Avg. Loss: 0.03446 val-loss: 0.043(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   82, Batch:  340, Cur. Loss: 0.03602, Avg. Loss: 0.03216 val-loss: 0.043(MAE) 0.003(MAE-Smooth) 0.007(MSE)
Epoch:   83, Batch:  340, Cur. Loss: 0.02772, Avg. Loss:  0.0337 val-loss: 0.045(MAE) 0.005(MAE-Smooth) 0.018(MSE)
Epoch:   84, Batch:  340, Cur. Loss: 0.03097, Avg. Loss: 0.03356 val-loss: 0.042(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   85, Batch:  340, Cur. Loss: 0.03014, Avg. Loss: 0.03127 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   86, Batch:  340, Cur. Loss: 0.03029, Avg. Loss: 0.03363 val-loss: 0.04 (MAE) 0.002(MAE-Smooth) 0.003(MSE)
Epoch:   87, Batch:  340, Cur. Loss: 0.02608, Avg. Loss: 0.03182 val-loss: 0.043(MAE) 0.005(MAE-Smooth) 0.019(MSE)
Epoch:   88, Batch:  340, Cur. Loss: 0.02733, Avg. Loss: 0.03257 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.003(MSE)
Epoch:   89, Batch:  340, Cur. Loss: 0.03735, Avg. Loss:  0.0328 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.003(MSE)
Epoch:   90, Batch:  340, Cur. Loss:  0.0255, Avg. Loss: 0.03152 val-loss: 0.042(MAE) 0.003(MAE-Smooth) 0.005(MSE)
Epoch:   91, Batch:  340, Cur. Loss: 0.03318, Avg. Loss: 0.03152 val-loss: 0.043(MAE) 0.003(MAE-Smooth) 0.006(MSE)
Epoch:   92, Batch:  340, Cur. Loss: 0.02526, Avg. Loss: 0.03128 val-loss: 0.04 (MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   93, Batch:  340, Cur. Loss: 0.02881, Avg. Loss: 0.03201 val-loss: 0.044(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   94, Batch:  340, Cur. Loss: 0.03232, Avg. Loss: 0.03168 val-loss: 0.039(MAE) 0.002(MAE-Smooth) 0.004(MSE)
Epoch:   95, Batch:  340, Cur. Loss: 0.02582, Avg. Loss: 0.03042 val-loss: 0.042(MAE) 0.004(MAE-Smooth) 0.012(MSE)
Epoch:   96, Batch:  340, Cur. Loss: 0.02876, Avg. Loss: 0.03244 val-loss: 0.046(MAE) 0.005(MAE-Smooth) 0.015(MSE)
Epoch:   97, Batch:  340, Cur. Loss: 0.03061, Avg. Loss: 0.03167 val-loss: 0.041(MAE) 0.002(MAE-Smooth) 0.005(MSE)
EARLY STOPPING at 96 epoch, stopped learning in the past 20, took 1866.2812054157257 seg
Shutting down background jobs, please wait a moment...
Done!
Waiting for the remaining 395 operations to synchronize with Neptune. Do not kill this process.
Still waiting for the remaining 395 operations (0.00% done). Please wait.
All 395 operations synced, thanks for waiting!
