v1.3.0_Initiation:False-Batch:10-LR:0.0001-Loss:0-Opti:0-Mom:(0.85, 0.95)_
https://app.neptune.ai/joao.d.oliveira/computer-vision-runs/e/COM1-28
Epoch:    1, Batch:  340, Cur. Loss: 0.27269, Avg. Loss:  0.3283 val-loss: 0.273(MAE) 0.067(MAE-Smooth) 0.143(MSE)
Epoch:   22, Batch:  340, Cur. Loss: 0.07772, Avg. Loss: 0.10209 val-loss: 0.098(MAE) 0.014(MAE-Smooth) 0.03 (MSE)
Epoch:   23, Batch:  340, Cur. Loss:  0.0903, Avg. Loss: 0.09889 val-loss: 0.094(MAE) 0.013(MAE-Smooth) 0.029(MSE)
Epoch:   24, Batch:  340, Cur. Loss: 0.10247, Avg. Loss:  0.0984 val-loss: 0.094(MAE) 0.013(MAE-Smooth) 0.026(MSE)
Epoch:   25, Batch:  340, Cur. Loss: 0.09792, Avg. Loss: 0.09435 val-loss: 0.103(MAE) 0.013(MAE-Smooth) 0.029(MSE)
Epoch:   26, Batch:  340, Cur. Loss: 0.08177, Avg. Loss: 0.09455 val-loss: 0.092(MAE) 0.012(MAE-Smooth) 0.025(MSE)
Epoch:   27, Batch:  340, Cur. Loss: 0.06367, Avg. Loss: 0.09168 val-loss: 0.084(MAE) 0.01 (MAE-Smooth) 0.02 (MSE)
Epoch:   28, Batch:  340, Cur. Loss: 0.06085, Avg. Loss: 0.09073 val-loss: 0.083(MAE) 0.009(MAE-Smooth) 0.022(MSE)
Epoch:   29, Batch:  340, Cur. Loss: 0.10114, Avg. Loss: 0.09012 val-loss: 0.086(MAE) 0.012(MAE-Smooth) 0.035(MSE)
Epoch:   30, Batch:  340, Cur. Loss: 0.10257, Avg. Loss: 0.08765 val-loss: 0.086(MAE) 0.012(MAE-Smooth) 0.027(MSE)
Epoch:   31, Batch:  340, Cur. Loss: 0.08376, Avg. Loss: 0.08578 val-loss: 0.084(MAE) 0.008(MAE-Smooth) 0.016(MSE)
Epoch:   32, Batch:  340, Cur. Loss: 0.07319, Avg. Loss: 0.08204 val-loss: 0.083(MAE) 0.011(MAE-Smooth) 0.024(MSE)
Epoch:   33, Batch:  340, Cur. Loss: 0.06188, Avg. Loss: 0.08452 val-loss: 0.085(MAE) 0.012(MAE-Smooth) 0.033(MSE)
Epoch:   34, Batch:  340, Cur. Loss: 0.06995, Avg. Loss:  0.0834 val-loss: 0.083(MAE) 0.011(MAE-Smooth) 0.022(MSE)
Epoch:   35, Batch:  340, Cur. Loss: 0.04476, Avg. Loss: 0.08323 val-loss: 0.08 (MAE) 0.009(MAE-Smooth) 0.02 (MSE)
Epoch:   36, Batch:  340, Cur. Loss: 0.07696, Avg. Loss: 0.08023 val-loss: 0.079(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   37, Batch:  340, Cur. Loss: 0.10658, Avg. Loss: 0.08248 val-loss: 0.081(MAE) 0.009(MAE-Smooth) 0.019(MSE)
Epoch:   38, Batch:  340, Cur. Loss: 0.10825, Avg. Loss: 0.07911 val-loss: 0.079(MAE) 0.009(MAE-Smooth) 0.017(MSE)
Epoch:   39, Batch:  340, Cur. Loss: 0.10706, Avg. Loss:  0.0772 val-loss: 0.079(MAE) 0.011(MAE-Smooth) 0.028(MSE)
Epoch:   40, Batch:  340, Cur. Loss: 0.06098, Avg. Loss: 0.07642 val-loss: 0.076(MAE) 0.01 (MAE-Smooth) 0.032(MSE)
Epoch:   41, Batch:  340, Cur. Loss: 0.11476, Avg. Loss: 0.07467 val-loss: 0.076(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   42, Batch:  340, Cur. Loss: 0.08479, Avg. Loss:  0.0742 val-loss: 0.078(MAE) 0.012(MAE-Smooth) 0.031(MSE)
Epoch:   43, Batch:  340, Cur. Loss:  0.0747, Avg. Loss: 0.07703 val-loss: 0.072(MAE) 0.008(MAE-Smooth) 0.021(MSE)
Epoch:   44, Batch:  340, Cur. Loss: 0.06464, Avg. Loss: 0.07283 val-loss: 0.076(MAE) 0.009(MAE-Smooth) 0.027(MSE)
Epoch:   45, Batch:  340, Cur. Loss: 0.08801, Avg. Loss: 0.07185 val-loss: 0.074(MAE) 0.01 (MAE-Smooth) 0.034(MSE)
Epoch:   46, Batch:  340, Cur. Loss: 0.05909, Avg. Loss: 0.07154 val-loss: 0.073(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   47, Batch:  340, Cur. Loss: 0.13244, Avg. Loss: 0.07142 val-loss: 0.075(MAE) 0.008(MAE-Smooth) 0.018(MSE)
Epoch:   48, Batch:  340, Cur. Loss:  0.0655, Avg. Loss: 0.07083 val-loss: 0.069(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   49, Batch:  340, Cur. Loss: 0.06506, Avg. Loss: 0.06956 val-loss: 0.075(MAE) 0.01 (MAE-Smooth) 0.028(MSE)
Epoch:   50, Batch:  340, Cur. Loss:  0.0548, Avg. Loss: 0.06793 val-loss: 0.068(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   51, Batch:  340, Cur. Loss: 0.04452, Avg. Loss: 0.06844 val-loss: 0.069(MAE) 0.007(MAE-Smooth) 0.014(MSE)
Epoch:   52, Batch:  340, Cur. Loss: 0.06433, Avg. Loss: 0.06739 val-loss: 0.07 (MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   53, Batch:  340, Cur. Loss: 0.07186, Avg. Loss: 0.06693 val-loss: 0.064(MAE) 0.005(MAE-Smooth) 0.009(MSE)
Epoch:   54, Batch:  340, Cur. Loss: 0.04933, Avg. Loss: 0.06577 val-loss: 0.066(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   55, Batch:  340, Cur. Loss: 0.07973, Avg. Loss: 0.06776 val-loss: 0.072(MAE) 0.009(MAE-Smooth) 0.029(MSE)
Epoch:   56, Batch:  340, Cur. Loss: 0.04415, Avg. Loss: 0.06504 val-loss: 0.07 (MAE) 0.008(MAE-Smooth) 0.021(MSE)
Epoch:   57, Batch:  340, Cur. Loss: 0.05189, Avg. Loss: 0.06322 val-loss: 0.067(MAE) 0.006(MAE-Smooth) 0.015(MSE)
Epoch:   58, Batch:  340, Cur. Loss:    0.04, Avg. Loss: 0.06237 val-loss: 0.069(MAE) 0.008(MAE-Smooth) 0.026(MSE)
Epoch:   59, Batch:  340, Cur. Loss: 0.05671, Avg. Loss: 0.06456 val-loss: 0.066(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   60, Batch:  340, Cur. Loss: 0.05593, Avg. Loss: 0.06524 val-loss: 0.067(MAE) 0.008(MAE-Smooth) 0.017(MSE)
Epoch:   61, Batch:  340, Cur. Loss: 0.06126, Avg. Loss: 0.06396 val-loss: 0.066(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   62, Batch:  340, Cur. Loss: 0.09895, Avg. Loss: 0.06362 val-loss: 0.066(MAE) 0.007(MAE-Smooth) 0.021(MSE)
Epoch:   63, Batch:  340, Cur. Loss: 0.04821, Avg. Loss: 0.05974 val-loss: 0.067(MAE) 0.007(MAE-Smooth) 0.015(MSE)
Epoch:   64, Batch:  340, Cur. Loss:  0.0483, Avg. Loss: 0.06008 val-loss: 0.066(MAE) 0.006(MAE-Smooth) 0.015(MSE)
Epoch:   65, Batch:  340, Cur. Loss: 0.04875, Avg. Loss: 0.05991 val-loss: 0.066(MAE) 0.008(MAE-Smooth) 0.024(MSE)
Epoch:   66, Batch:  340, Cur. Loss:  0.0825, Avg. Loss:  0.0578 val-loss: 0.07 (MAE) 0.009(MAE-Smooth) 0.025(MSE)
Epoch:   67, Batch:  340, Cur. Loss: 0.05787, Avg. Loss: 0.05803 val-loss: 0.064(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   68, Batch:  340, Cur. Loss: 0.04659, Avg. Loss: 0.05895 val-loss: 0.061(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   69, Batch:  340, Cur. Loss: 0.04049, Avg. Loss: 0.06026 val-loss: 0.062(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   70, Batch:  340, Cur. Loss: 0.09285, Avg. Loss: 0.05957 val-loss: 0.061(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   71, Batch:  340, Cur. Loss: 0.05075, Avg. Loss: 0.05827 val-loss: 0.062(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   72, Batch:  340, Cur. Loss: 0.06103, Avg. Loss: 0.05756 val-loss: 0.066(MAE) 0.008(MAE-Smooth) 0.023(MSE)
Epoch:   73, Batch:  340, Cur. Loss: 0.04938, Avg. Loss: 0.05916 val-loss: 0.063(MAE) 0.006(MAE-Smooth) 0.014(MSE)
Epoch:   74, Batch:  340, Cur. Loss: 0.18274, Avg. Loss: 0.05748 val-loss: 0.064(MAE) 0.008(MAE-Smooth) 0.021(MSE)
Epoch:   75, Batch:  340, Cur. Loss:  0.0484, Avg. Loss: 0.05642 val-loss: 0.067(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   76, Batch:  340, Cur. Loss: 0.05163, Avg. Loss: 0.05605 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   77, Batch:  340, Cur. Loss: 0.04296, Avg. Loss: 0.05448 val-loss: 0.064(MAE) 0.006(MAE-Smooth) 0.011(MSE)
Epoch:   78, Batch:  340, Cur. Loss: 0.04662, Avg. Loss: 0.05482 val-loss: 0.062(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   79, Batch:  340, Cur. Loss: 0.05973, Avg. Loss: 0.05517 val-loss: 0.064(MAE) 0.008(MAE-Smooth) 0.023(MSE)
Epoch:   80, Batch:  340, Cur. Loss: 0.04605, Avg. Loss: 0.05503 val-loss: 0.061(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   81, Batch:  340, Cur. Loss: 0.04101, Avg. Loss: 0.05593 val-loss: 0.064(MAE) 0.007(MAE-Smooth) 0.02 (MSE)
Epoch:   82, Batch:  340, Cur. Loss: 0.04384, Avg. Loss: 0.05464 val-loss: 0.06 (MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   83, Batch:  340, Cur. Loss: 0.04635, Avg. Loss: 0.05586 val-loss: 0.062(MAE) 0.008(MAE-Smooth) 0.029(MSE)
Epoch:   84, Batch:  340, Cur. Loss: 0.05333, Avg. Loss: 0.05448 val-loss: 0.059(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   85, Batch:  340, Cur. Loss:  0.0433, Avg. Loss: 0.05597 val-loss: 0.065(MAE) 0.008(MAE-Smooth) 0.026(MSE)
Epoch:   86, Batch:  340, Cur. Loss: 0.05128, Avg. Loss: 0.05482 val-loss: 0.059(MAE) 0.006(MAE-Smooth) 0.017(MSE)
Epoch:   87, Batch:  340, Cur. Loss: 0.06195, Avg. Loss: 0.05356 val-loss: 0.061(MAE) 0.005(MAE-Smooth) 0.011(MSE)
Epoch:   88, Batch:  340, Cur. Loss: 0.03435, Avg. Loss: 0.05239 val-loss: 0.061(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   89, Batch:  340, Cur. Loss: 0.04472, Avg. Loss: 0.05238 val-loss: 0.059(MAE) 0.007(MAE-Smooth) 0.025(MSE)
Epoch:   90, Batch:  340, Cur. Loss: 0.03724, Avg. Loss: 0.05368 val-loss: 0.059(MAE) 0.005(MAE-Smooth) 0.01 (MSE)
Epoch:   91, Batch:  340, Cur. Loss: 0.05411, Avg. Loss: 0.05278 val-loss: 0.064(MAE) 0.008(MAE-Smooth) 0.025(MSE)
Epoch:   92, Batch:  340, Cur. Loss: 0.05186, Avg. Loss: 0.05207 val-loss: 0.059(MAE) 0.006(MAE-Smooth) 0.016(MSE)
Epoch:   93, Batch:  340, Cur. Loss: 0.03518, Avg. Loss: 0.05145 val-loss: 0.064(MAE) 0.008(MAE-Smooth) 0.029(MSE)
Epoch:   94, Batch:  340, Cur. Loss: 0.05136, Avg. Loss: 0.04903 val-loss: 0.062(MAE) 0.006(MAE-Smooth) 0.012(MSE)
Epoch:   95, Batch:  340, Cur. Loss: 0.06676, Avg. Loss: 0.05095 val-loss: 0.058(MAE) 0.004(MAE-Smooth) 0.008(MSE)
Epoch:   96, Batch:  340, Cur. Loss: 0.03671, Avg. Loss: 0.05131 val-loss: 0.059(MAE) 0.006(MAE-Smooth) 0.013(MSE)
Epoch:   97, Batch:  340, Cur. Loss: 0.06077, Avg. Loss:  0.0501 val-loss: 0.056(MAE) 0.004(MAE-Smooth) 0.009(MSE)
Epoch:   98, Batch:  340, Cur. Loss: 0.04295, Avg. Loss: 0.05012 val-loss: 0.06 (MAE) 0.007(MAE-Smooth) 0.024(MSE)
Epoch:   99, Batch:  340, Cur. Loss: 0.08458, Avg. Loss: 0.04921 val-loss: 0.06 (MAE) 0.006(MAE-Smooth) 0.013(MSE)
EARLY STOPPING at 98 epoch, stopped learning in the past 20, took 1653.5995378494263 seg
Shutting down background jobs, please wait a moment...
Done!
Waiting for the remaining 402 operations to synchronize with Neptune. Do not kill this process.
All 402 operations synced, thanks for waiting!
